Word,Count
inline-block,6
this->layout;,6
TbRedactorJs,6
\$form->labelEx($model,'code5');\,6
CHtml::encode($data->getAttributeLabel('ama_ika'));,6
booster.widgets.grids.operations,6
CHtml::encode($data->getAttributeLabel('IBAN'));,6
\$form->labelEx($model,'title2');\,6
setting,6
\$maxLineLength,\,6
\CGridView,\,6
checked,6
\$form->labelEx($model,'title1');\,6
none,6
AR,6
Public,6
\match,\,6
booster.widgets.decoration,6
AUTH,6
var_dump(CHtml::errorSummary($u));,6
memory,6
\true,\,6
Execute,6
του,6
5,6
CHtml::encode($data->doy);,6
\'ama_ika',\,6
Pre-rendered,6
</div>,6
\here,\,6
\'afm',\,6
Mailbox,6
\'gender',\,6
CHtml::encode($data->getAttributeLabel('birth_day'));,6
var_dump($student);,6
\'mother_name',\,6
mask,6
relations:,6
declared,6
$out,6
den,6
Colorpicker,6
\$form->error($model,'title2');\,6
sorry,5
var,5
visualization,5
Base,5
main,5
pagination,5
width:,5
animation,5
upper,5
Listens,5
letter,5
TbHtml5Editor,5
I,5
'Swift/SwiftException.php';,5
correct,5
timepicker,5
$chars,5
conjunction,5
TbHighCharts,5
Plugin,5
Generated,5
connect,5
<,5
EmbeddedFile,5
I/O,5
Booster,5
$this->getAssetsUrl(),5
read/write,5
ParameterizedHeader,5
probably,5
operation,5
YiiMailMessage,5
bootstrap->registerPlugin,5
Swift_TransportException,5
etc,5
definition,5
$plugin,5
Image,5
Upload,5
----,5
booster.widgets.grids.columns.json,5
sleep,5
holds,5
\$firstLineOffset,\,5
subsystem,5
$event,5
$transport,5
booster.widgets.supplementary,5
iterator,5
$target,5
wrap,5
address(es),5
\str_repeat('&nbsp;',\,5
Modal,5
$extraParams,5
bedair,5
Pass*Field,5
filename,5
again,5
context,5
v4.0.0,5
Generate,5
EHLO,5
safe,5
build,5
Yii's,5
upon,5
folding,5
final,5
possible,5
που,5
$names,5
Sets,5
AND,5
allowed,5
convert,5
focus,5
refer,5
'Swift/CharacterStream.php';,5
folder,5
amr,5
displays,5
'Swift/Mime/Headers/AbstractHeader.php';,5
$student,5
timeout,5
different,5
'date_request');,5
Overridden,5
Force,5
$charOffset,5
separate,5
File,5
entry,5
YiiMailMessage},5
Data,5
overwrite,5
\array('CompanyController','allowOnlyOwner')\,5
used:,5
example,5
(,5
Notify,5
pattern,5
.=,5
Swift_Transport_IoBuffer,5
certain,5
\example,\,5
5);,5
real,5
'Swift/Mime/HeaderSet.php';,5
Allows,5
'Swift/Transport.php';,5
while,5
packages,5
line-height,5
&&,5
Path,5
redactor,5
Misc,5
1.3.1,5
div,5
formatted,5
calculated,5
array|void,5
https://github.com/vitalets/x-editable-yii,5
even,5
Takes,5
generic,5
maybe,5
cached,5
composite,5
delegate,5
injection,5
$checked,5
<ul>,5
factory,5
mime,5
per,5
'expression',5
$ids,5
listeners,5
done,5
Version:,5
htmlOptions,5
look,5
requires,5
panes,5
\email,\,5
CID,5
listener,5
(see,5
kai,5
prevent,5
booster.widgets.forms.inputs.wysiwyg,5
1.1.0,5
Normalizes,5
'Swift/Mime/HeaderEncoder.php';,5
vary,5
Icons,5
sort,5
(empty,5
na,5
Details,5
</ul>,5
booster.widgets.navigation,5
placement,5
objects,4
library,4
.select2-chosen,4
\'linkOptions'=>array('submit'=>array('delete','id'=>$model->id),'confirm'=>'Are\,4
white,4
----------------,4
fully,4
Timepicker,4
$stream,4
\$headers,\,4
better,4
Software,4
Processes,4
sample,4
$alt,4
sortable,4
toString()},4
sliding,4
SIL,4
notification,4
overwriting,4
@davegandy,4
array('label'=>'Delete,4
Required,4
Swift_KeyCache_KeyCacheInputStream,4
workarounds,4
Table,4
apo,4
\defined,\,4
cloning,4
('foo@bar',4
De,4
piece,4
production,4
produces,4
Cues,4
executed,4
\all,\,4
(e:triggering,4
$imagePathExpression,4
Sending,4
\$name,\,4
filtering,4
nothing,4
Overlays,4
\bound,\,4
left,4
looks,4
git.io/normalize,4
occur,4
.4em,4
να,4
1px,4
$field,4
$entry,4
activate,4
editing,4
$maxLineLength,4
position:,4
de,4
vertically,4
null|string,4
30px;,4
Just,4
\1.1,\,4
Constructor,4
(@see,4
#,4
(with,4
\'url'=>array('/Admin/company')),\,4
calling,4
Swift_Plugins_Sleeper,4
something,4
together,4
$tabs,4
(only,4
mirrored,4
necessarily,4
(select),4
Gallery,4
---------------,4
#ddd,4
Tooltip,4
\observer,\,4
Show,4
'Swift/Events/SendListener.php';,4
immediate,4
$mailboxes,4
Η,4
working,4
switching,4
receiving,4
$buf,4
\to,\,4
results,4
$title,4
menus,4
Options,4
Bcc,4
daterange,4
Gii,4
'panes',4
me,4
$template,4
autoloader,4
locale,4
merged,4
Project,4
'Swift/Mime/CharsetObserver.php';,4
repetition,4
'Swift/Events/EventDispatcher.php';,4
return-path,4
.form-control,4
'Swift/CharacterReader.php';,4
.select2-search-field,4
'c';,4
random,4
scrolling,4
CharacterReaderFactory,4
'Swift/Transport/IoBuffer.php';,4
dispatcher,4
event),4
verifyCode,4
'Swift/Events/TransportChangeEvent.php';,4
reason,4
Properties,4
child,4
merge,4
none;,4
around,4
$startOffset,4
(path),4
OFL,4
hover-color,4
(or,4
grown,4
time),4
Wit,4
arrays,4
'tabs',4
\text,\,4
specificity,4
'slid,4
$a==1,4
Constant,4
Reads,4
Base64,4
Cc,4
Swift_Transport_Esmtp_Authenticator[],4
replace,4
HeaderSet,4
$filter,4
Firefox,4
extend,4
(Font:,4
(=,4
sizes,4
.dow,4
Contributors,4
published,4
'dragging',4
background,4
Hint,4
1em;,4
4.1.0,4
datetimepicker,4
Cock,4
http://fontawesome.io/license,4
'Swift/Events/CommandEvent.php';,4
<p,4
'contact',4
clearfix,4
That,4
specification,4
stopped,4
$size,4
Dan,4
Swift_Transport_EsmtpHandler[],4
expecting,4
NULL,4
($b==2,4
<--,4
And,4
3.1.1,4
entered,4
ginei,4
$ignoredChars,4
white-space:,4
Swift_Preferences,4
moves,4
embedded,4
<xdecock@gmail.com>,4
Swift_Events_TransportExceptionEvent,4
$token,4
Example,4
Sebastian,4
overflow:,4
line-height:,4
percentage,4
indicate,4
screen,4
Originally,4
Xavier,4
https://blueimp.net,4
normalize.css,4
fetch,4
init,4
supply,4
'Swift/IoException.php';,4
visuals,4
edges,4
'Swift/KeyCacheInputStream.php';,4
acts,4
&.btn-large{,4
CRLF,4
any),4
SendmailTransport,4
border-top:,4
!important;,4
literal,4
http://fontawesome.io,4
Area,4
suitable,4
ui,4
e-mail,4
Overwrite,4
\view,\,4
Chrome,4
synopsis,4
stylesheet,4
fixed,4
------------------------------------------------------------------------------,4
Swift_Mime_EmbeddedFile,4
array('label'=>'List,4
\header,\,4
Authenticator,4
-------------------------------------------------------------------------------------------,4
4.0.0,4
'right',4
@int,4
http://www.apache.org/licenses/LICENSE-2.0.txt,4
με,4
can't,4
setFrom()},4
nowrap,4
write(),4
it),4
\'url'=>'#',\,4
Tschan,4
flag,4
Renders|returns,4
right,4
border:,4
overwrites,4
'Swift/Events/ResponseEvent.php';,4
initialize,4
identity,4
Helper,4
Interface,4
storage,4
\field,\,4
resizable,4
Does,4
2.1,4
observer,4
CGridView,4
unbinding,4
CharacterReader,4
$codes,4
CSS:,4
that),4
HTML-encoded,4
representing,4
\'url'=>array('index')),\,4
comes,4
CLONED,4
'Swift/StreamFilter.php';,4
attached,4
possibly,4
LESS,4
invoking,4
IE5,4
best,4
step,4
IE8,4
Transfer,4
'a',4
iOS,4
streams,4
TbBulkActions,4
word,4
Swift_Encoder,4
store,4
stretch,4
(tag:string),4
TbEditableDetailView,4
Joris,4
hidden,4
placeholder,4
breadcrumb,4
reference,4
switch,4
'b'),4
\item?')),\,4
'actions',4
\CException('$options["\widgetOptions"\]["\data"\]\,4
margin-left:-1px;,4
toolbar,4
signature,4
unencoded,4
write()},4
links,4
TbGridView,4
https://github.com/jdewit/bootstrap-timepicker/graphs/contributors,4
priority,4
put,4
@fontawesome,4
positive,4
Yii::app()->user->id));,4
combodate,4
TbCKEditor,4
Sender,4
Custom,4
flushBuffers()},4
By,4
option),4
exist');,4
our,4
License),4
http://mjolnic.github.io/bootstrap-colorpicker/,4
license:,4
σύνδεσμο,4
http://www.opensource.org/licenses/MIT,4
able,4
supported,4
charactermap,4
(UNIX,4
sorting,4
fails,4
horizontal,4
http://docs.jquery.com/UI/Menu#theming,4
τον,4
\&$failedRecipients,\,4
parent's,4
pills,4
overall,4
Reporter,4
TbDataColumn,4
prepended,4
stage,4
****************************************,4
brand,4
booster.widgets.grids,4
dysplays,4
##,3
\so,\,3
FailoverTransport,3
ReportNotifier,3
fill,3
filter:,3
register()},3
CommandEvent,3
\icon,\,3
$button,3
.normalizeTabs(),3
booster.actions,3
'imageUrl',3
soon,3
addConstructorLookup(),3
'true',3
$result,3
success,3
plain,3
applying,3
bulk,3
bootstrap-wysihtml5,3
<code>array('class'=>'ext.booster.widgets.TbPager')</code>,3
\null,\,3
visit,3
hide,3
$columns,3
$this->refresh();,3
αποστείλει,3
UTF-8,3
Bound,3
1.0.7,3
enclosed,3
socket,3
plus,3
\template,\,3
Code,3
o,3
$valid,3
$security,3
labelled,3
.isVertical(),3
\'large',\,3
---,3
Allow,3
\,\,3
Dropdowns,3
reverse,3
replacement,3
increment,3
$dispatcher,3
'Thank,3
\buffer,\,3
know,3
treated,3
==,3
Datetimepicker,3
Bind,3
<a,3
'Swift/Mime/Attachment.php';,3
TbDatePicker,3
forms,3
site/login,3
πραγματοποιήθηκε!<br/>Για,3
διαχειριστή,3
AM,3
TbColorPicker,3
Classes,3
Then,3
we're,3
bit,3
\id="\inputid"\\,3
'editable',3
tha,3
Makes,3
TbTimePicker,3
!=,3
initially,3
ready,3
determine,3
\1,\,3
query,3
owns,3
\Corbyn',\,3
&$failures,3
go,3
'Swift/OutputByteStrean.php';,3
$sortableAttribute,3
grammar,3
placehold.it,3
$user,3
(defaults,3
\45,\,3
browsers,3
if(yii::app()->editable->form,3
2014,3
assigned,3
TbPickerColumn,3
StreamFilters,3
StreamFilter,3
'options',3
'Swift/RfcComplianceException.php';,3
Append,3
updates,3
ajaxUpdate,3
\}',\,3
medium,3
%,3
creating,3
ResponseEvent,3
key=>value,3
center,3
restart,3
popovers,3
Row,3
local,3
dynamically,3
\LEVEL_MIXED,\,3
feedback,3
Notifies,3
represent,3
Return,3
wysihtml5,3
Content,3
activated,3
TbJsonDataColumn,3
μου,3
wish,3
colorpicker,3
.renderButton(),3
1.0.1,3
επικοινωνήστε,3
contacting,3
της,3
Grid,3
nests,3
might,3
respond,3
TbToggleButton,3
'Swift/Transport/Esmtp/Authenticator.php';,3
έχουμε,3
multi,3
specifically,3
$sleep,3
\2822,\,3
$charStream,3
$entity,3
'Swift/Events/TransportExceptionEvent.php';,3
Sleep,3
minute,3
foreach,3
scrollspy,3
difference,3
\('info','primary','warning','danger','success'\,3
prepared,3
$user_id,3
\LEVEL_TOP,\,3
building,3
κλικ,3
κάντε,3
call</li>,3
(non-PHPdoc),3
(QP),3
TbSelect2,3
content-type,3
According,3
implemented,3
setTo()},3
εγγραφή,3
greeting,3
(used,3
normal,3
normalized,3
κατα,3
Zii,3
\(view,\,3
helper,3
Saves,3
possible.');,3
Define,3
Markdown,3
Yii::app()->end();,3
responsive,3
0.9,3
Only,3
jqueryui,3
really,3
\'file_cv',\,3
special,3
room,3
built-in,3
TbDateTimePicker,3
blocks,3
pre-rendered,3
detail,3
Apply,3
κωδικού,3
$panes,3
\provided,\,3
CActiveForm::textField},3
contained,3
increased,3
whereby,3
client-side,3
Buffer,3
resolve,3
having,3
στο,3
pk,3
\'',\,3
side,3
least,3
$authenticators,3
CHtml,3
Analyzes,3
\$form->fileFieldGroup($model,\,3
\todo,\,3
text</p>,3
αποστολή,3
restricted,3
ordering,3
$successCodes,3
Printable,3
Menu,3
$recipients,3
\'captcha',\,3
Callback,3
ascii,3
yii,3
scenarios,3
<label,3
ton,3
\value,\,3
\'label',\,3
configure,3
'maxlength',3
reply-to,3
us,3
substring,3
Swift_OutputByteStream},3
Now,3
else,3
Selectable,3
Hide,3
Prepend,3
succeeded,3
\array('verifyCode',\,3
depend,3
'title',3
square,3
45));,3
1-dimensional,3
TR,3
field</li>,3
'size',3
-t,3
separately,3
<input,3
TbToggleColumn,3
hero,3
'data',3
coming,3
$threshold,3
implementing,3
\Yii::app()->user->setFlash('contact',\,3
differently,3
TransportExceptionEvent,3
firefox,3
$ex,3
1.1,3
TbTabView,3
auth,3
Authenticators,3
$typeTemplate,3
terms,3
CDataColumn,3
$this->endWidget();,3
\$form->labelEx($model,'name');\,3
$host;,3
array('size',3
json,3
initializes,3
\name="\inputid"\\,3
thumbnails,3
Widgets,3
var_dump($_FILES);,3
εγγραφής,3
name},3
Quoted,3
<fadeevr@gmail.com>,3
'hover',3
(no,3
opening,3
e-mail.<br/>Παρακαλώ,3
LoadBalancedTransport,3
Panel,3
\($model,\,3
Methods,3
CRLF),3
PM,3
epikirwsi,3
click,3
URLs,3
<hello@webkadabra.com>,3
σφάλμα,3
RESULT_FAIL},3
filesystem,3
\$form->error($model,'name');\,3
utility,3
above,3
booster.widgets.forms.buttons,3
compare,3
layouts/StudentAdmin';,3
Swift_Mime_MimeEntity,3
nsKey,3
items},3
'Swift/Plugins/Reporter.php';,3
BUTTONS,3
elements:,3
\'url'=>array('/Admin/professor')),\,3
value),3
unit,3
\shorter,\,3
differs,3
CAction,3
\not,\,3
rounded,3
-------------------,3
rows,3
TbFileUpload,3
once,3
.getDividerCssClass(),3
between,3
appending,3
\class="\hint"\>hint\,3
breadcrumbs,3
\'...',\,3
$i,3
\withDependencies(),\,3
'Chris,3
Student::model()->findByAttributes(array('user_id',3
reporter,3
fade,3
settings,3
transitions,3
Maintenance,3
InternshipPosition[],3
processing,3
`closeText`,3
normally,3
'left',3
\theme,\,3
InputStream,3
AJAX-based,3
copied,3
$internshipPositions,3
specify,3
TbGoogleVisualizationChart,3
JS,3
Connection,3
Navbar,3
TbJsonPickerColumn,3
\this,\,3
\RESULT_PASS,\,3
wysiwyg,3
Gamaiunov,3
shared,3
$description,3
schemes,3
glyph,3
filed,3
EventDispatcher,3
Receive,3
SHOULD,3
includes,3
διαδικασία,3
TbExtendedGridView,3
\'url',\,3
too,3
visual,3
session,3
account,3
verbatim,3
delete),3
Text,3
$htmlOptions),3
tab-index,3
delsp,3
Connect,3
bars,3
instances,3
Extension,3
2010,3
visibility,3
<span,3
$currentMap,3
storing,3
important,3
Swift_CharacterReader,3
'visible',3
precedence,3
useful,3
$links,3
closed,3
contextual,3
definitions,3
throttling,3
Glyphicons,3
dropdowns,3
bubble,3
reporting,3
changing,3
generates,3
Destructor,3
IS,3
Web,3
\for="\inputid"\>xyz</label>\,3
'bootstrap'),3
\array('label'=>'Users','url'=>array('/Admin/users')),\,3
'Swift/ByteStream/FileByteStream.php';,3
ολοκληρώσετε,3
Swift_Events_EventDispatcher,3
auto,3
Render,3
send(),3
Swift_Plugins_Pop_Pop3Exception,3
love,3
0.9.11,3
SendEvent,3
constants,3
restarting,3
Recipients,3
come,3
\type="\text"\\,3
Removes,3
Sergii,3
Tables,3
highest,3
followed,3
runtime,3
-bs,3
cells,3
Stop,3
incorrect,3
dispatching,3
inserted,3
Since,3
.getDropdownCssClass(),3
'mark@swiftmailer.org',3
tag</li>,3
Modified,3
easy,3
are:,3
every,3
advised,3
it:,3
$widget,3
itemKey,3
availiable,3
το,3
Mark,3
whose,3
$ajaxOptions,3
compatibility,3
capabilities,3
responses,3
layouts/Companyadmin';,3
gia,3
Allowed,2
\call,\,2
fot,2
boundary,2
border-left:0,2
\sendEmail($name,\,2
Posted,2
Signal,2
TbColorPicker},2
\array('allow',\,2
\useful,\,2
evaluate,2
Keep,2
touch,2
\$form->textFieldGroup($model,\,2
clone,2
\url("\../bootstrap/img/glyphicons-halflings.png"\);\,2
Observes,2
'active',2
$this->view,2
however,2
energos,2
.createPageButton(),2
ksana,2
type-ahead,2
transition,2
background:,2
TbTypeahead},2
\$form->labelEx($model,'period');\,2
PATH,2
overflow,2
\specified,\,2
11/5/12,2
Checkes,2
5px,2
In-place,2
Swift_Mime_ParameterizedHeader,2
MySQL,2
pie,2
'Swift/Mailer/RecipientIterator.php';,2
Drop,2
Otaviani,2
10.5+:,2
\one-by-one,\,2
\deprecated,\,2
REAL,2
project,2
http://github.com/vitalets/x-editable,2
CForm::activeForm},2
register(),2
margin/padding,2
Flag,2
comment,2
world,2
Blocher,2
detailview,2
\focused,\,2
https://github.com/vitalets/x-editable/issues/139,2
Loads,2
DO,2
shadow,2
extends,2
CCaptcha,2
calculate,2
built,2
sourceMappingURL=bootstrap-theme.css.map,2
\$mode,\,2
\invalid,\,2
Sleeper,2
CWebApplication,2
http://www.yiiframework.com/doc/api/1.1/CActiveForm#error-detail,2
$placeHoldItSize,2
Content-type,2
Prevent,2
actually,2
http://jqueryui.com/themeroller/?ctl=themeroller,2
\cloneable,\,2
BS3,2
Swift_Plugins_Decorator_Replacements},2
\Saf3-4,\,2
asset's,2
\stream,\,2
\.modal-backdrop,\,2
best-use,2
Add-on,2
identifying,2
.getAppend(),2
fixes*,2
\$form->labelEx($model,'surname');\,2
\13+,\,2
separated,2
2.0.0,2
'login',2
choice,2
border-box,2
html/body,2
https://github.com/vitalets/x-editable/issues/393,2
$this->minify,2
http://addyosmani.github.com/jquery-ui-bootstrap,2
unless,2
adjustments,2
strongly,2
40px;,2
redirects,2
heights,2
\form,\,2
CActiveForm::textField,2
(unencoded),2
http://daneden.me/animate,2
containers,2
download,2
\FF4+,\,2
$this->controller->redirect(Yii::app()->user->returnUrl);,2
batchSend(),2
\"\selection\,2
populated,2
css3,2
Simple,2
(default,2
bits,2
http://docs.jquery.com/UI/Theming/API,2
batchSend()},2
hex,2
TbRedactorJs},2
$userPlaceHoldIt,2
rgba,2
\"\\r\n"\;\,2
(RFC,2
dragging,2
DOM,2
jerking,2
Eden,2
#ddd;,2
flooding,2
confirmation,2
address),2
\$body,\,2
single-select,2
appropriate,2
console,2
amounts,2
sto,2
[yes|no],2
15,2
<poppitypop@gmail.com>,2
array(),2
Safari,2
Authenticates,2
manually,2
$department,2
lazy-loaded,2
\key,\,2
gallery,2
spinner,2
IE/Win,2
preserved,2
.select2-search,2
checklist,2
CHtml::encode($data->file_grades_name);,2
null;,2
\class="\row"\>\,2
wmd-panel,2
4-chars,2
elsewhere..,2
seem,2
$chartCssClass,2
2.3+,2
\'status_data',\,2
CActiveForm::textArea},2
\μου',\,2
receives,2
Swift_Mailer_RecipientIterator,2
(not,2
(including,2
tempfix,2
CharacterReaders,2
reload,2
DROPDOWN,2
calendars,2
saving,2
$models,2
encryption,2
IFRAME,2
\$this->form->radioButton($this->model,\,2
\$form->error($model,'file_grades');\,2
beforeUpdate,2
1.3.0-rc30.79,2
meaningful,2
replies,2
Bcc:,2
\limit"\\,2
ui-layout-wrapper,2
\Header,\,2
Resizable,2
registering,2
turning,2
TbJsonPager,2
sub-menus,2
rest,2
sprintf(),2
params),2
.getContainerCssClass(),2
CActiveForm::passwordField},2
value},2
Value-label,2
'Swift/Events/ResponseListener.php';,2
$word,2
\elems,\,2
Map,2
9/21/12,2
greater,2
CActiveForm::fileField},2
**Wijmo,2
&:last-child{,2
replaces,2
\model,\,2
CHtml::encode($data->enabled);,2
force,2
background-images,2
True,2
$selected,2
Compatible,2
Fullscreen,2
font-size:,2
$sleeper,2
CHtml::link('Advanced,2
lookup,2
.border-bottom-left-radius(6px);,2
https://code.google.com/p/yii-mail/,2
you'd,2
jquery-ui,2
$status,2
sizing,2
Will,2
resync,2
Android,2
\3.3.2,\,2
tooltips,2
\on-hover,\,2
size-limit,2
Produces,2
left:1px;,2
CDbConnection,2
&.group-dropdown{,2
JSONStorage,2
booster.components,2
'mini',2
sprite,2
renderTo,2
#CCCCCC;,2
http://docs.jquery.com/UI/Button#theming,2
TbMarkdownEditorJS,2
seems,2
jQuery.Rating,2
network,2
--------------------------,2
1px;,2
twitter,2
newly,2
LLC,2
expects,2
Indentation,2
$shorten,2
breaks,2
persistent,2
&:first-child{,2
escaping,2
CFrom,2
FONT,2
(dom/document.html),2
(but,2
Built,2
ui-icon-seek-first,2
\needed,\,2
\$form->error($model,'file_cv');\,2
\empty,\,2
quick,2
$condition,2
99%,2
\,2
'Fruit,2
#6059,2
application.widgets.MyWidget),2
Container,2
\"\="\\,2
Pager,2
Vidal,2
Fires,2
'st_notes1');,2
\'below',\,2
(http://allpro.net),2
push,2
$replacementFactory,2
Kevin,2
energopoihse,2
(probably,2
\Text',array('site/NewAccount'));\,2
\"\class"\\,2
metadata,2
various,2
**,2
`$htmlOptions`,2
\array('label'=>'Professors',\,2
very,2
http://getbootstrap.com/components/#input-groups,2
objects/applets,2
se,2
bootstrap-tags,2
8bit),2
IE10+,2
MERCHANTABILITY,2
Pop3Connection,2
Google,2
backwards,2
reset.css,2
octet,2
IMPORTANT:,2
CSS-class,2
$item,2
TbDateRangePicker,2
DependencyContainer,2
\.form-control,\,2
typeAhead,2
'inverse',2
Must,2
multi-select,2
'Mark,2
FITNESS,2
date-time,2
hidden;,2
ContentEncoder,2
get()},2
bitmask,2
(taken,2
CActiveForm::numberField},2
3.4.8,2
\function(e,\,2
var_dump($_POST);,2
padding),2
(eg,2
\'file_grades_name',\,2
bogus,2
PHP's,2
θέσεις,2
pre-formatted,2
'Swift/Mime/SimpleMimeEntity.php';,2
booster.widgets.charts,2
array('context',2
Theodoridis',2
'slide,2
presented,2
#0097CF;,2
\25+,\,2
\textarea,\,2
http://www.improvely.com,2
server-side,2
'condensed',2
TbEditableColumn,2
text-span,2
close-button,2
hits,2
moment.js,2
\$is,\,2
\IE9,\,2
TbImageColumn,2
Potapov;,2
TransportChangeEvent,2
read/writes,2
.border-bottom-left-radius(4px);,2
'pagination',2
grandchildren,2
$defaultValue,2
$timeout,2
64,2
layouts/main');,2
Box,2
centre,2
YiiMail,2
\class,\,2
\"\fixed"\)\,2
\readability,\,2
'0',2
data-value,2
right:1px;,2
on-hover,2
mapped,2
\Chrome,Safari4+\,2
Esmtp,2
6.10,2
To:,2
WARRANTY;,2
adding,2
togglers,2
Bootstrap's,2
pass/fail,2
dragged,2
http://docs.jquery.com/UI/Progressbar#theming,2
scan,2
$registryKey,2
Password,2
http://stackoverflow.com/questions/9618630/how-to-create-a-buttons-group-with-one-button-having-dropdown-menu,2
Unicode,2
afterUpdate,2
quote,2
completely,2
disclosing,2
Username,2
.renderButtons(),2
courtesy,2
Theme,2
$context,2
stick,2
TbJumbotron,2
AJAX'ed,2
->,2
<li><code>data</code>,2
CHtml::encode($data->getAttributeLabel('file_grades_name'));,2
XHR,2
var_dump($this->file_grades);,2
Autocomplete,2
list),2
Tabs,2
array('label'=>'Update,2
Holds,2
recommended,2
'*',2
border-radius:,2
properly,2
pure,2
PARTICULAR,2
(#7334),2
TbCountOfTypeOperation,2
Toolbar,2
\'file_ika',\,2
max,2
Here's,2
grouping,2
declarations,2
TbRelationalColumn,2
served,2
Usually,2
http://twitter.github.com/bootstrap/javascript.html#tooltips,2
Corner,2
:hover,2
removes,2
@juristr,2
πρακτικής,2
m,2
times,2
tests,2
Import,2
Tag,2
http://docs.jquery.com/UI/Selectable#theming,2
prevents,2
Typography,2
$color,2
CHtml::encode($data->status_data);,2
Swift_Mime_MimeEntity},2
'Swift/Mime/Headers/UnstructuredHeader.php';,2
\sorry,\,2
#4615,2
'Swift/Transport/EsmtpHandler.php';,2
Joe,2
expands,2
occurring,2
TbImageGallery,2
options:,2
highcharts,2
\$form->labelEx($model,'f_ika');\,2
Bcc),2
positioned,2
hope,2
printing,2
.has-danger,2
EDT,2
attribute),2
writable,2
'1',2
left/right,2
childs,2
pane-class,2
CModelEvent,2
receipt,2
resulted,2
'Προέκυψε,2
.border-top-left-radius(6px);,2
\obsolete,\,2
usort(),2
http://jqueryui.com/tabs/,2
bubbled,2
center',2
\array("\{a}"\\,2
EditableSaver,2
origination,2
\2010,\,2
$this->htmlOptions),2
CActiveForm::listBox},2
setup,2
issued,2
$logger,2
#select2-drop,2
FF3.6+,2
BootstrapGenerator,2
parts,2
.select2-bootstrap-prepend,2
upgraded,2
\"\ssl"\\,2
\indices,\,2
iterate,2
\LEVEL_RELATED,\,2
Alignment,2
Possible,2
(at,2
(default),2
\"\no\,2
\'allowEmpty'=>!CCaptcha::checkRequirements()),\,2
fully-qualified,2
(http://www.gnu.org/licenses/gpl.html),2
'flow',2
$footer,2
<select>-element,2
\box,\,2
CActiveForm::checkbox},2
-96px;,2
Turn,2
extraRowColumns,2
width:1005,2
height:,2
\'above',\,2
attachments,2
\"\{c}"\\,2
mainly,2
bootstrap.action.TbSortableAction,2
Jordan,2
setValue(),2
PURPOSE,2
CActiveForm::timeField},2
outgoing,2
TbCKEditor},2
Fabrizio,2
Thu,2
\message,\,2
\element,\,2
\3.4.1,\,2
Alert,2
But,2
$log,2
Note:,2
array('text',2
TbHtml5Editor},2
behavior,2
'Swift/ByteStream/AbstractFilterableInputStream.php';,2
TbInputVertical,2
$compoundLevel,2
JUI,2
booster.gii,2
\Search','#',array('class'=>'search-button'));\,2
masks,2
Resolve,2
refers,2
-oi,2
https://github.com/blueimp/jQuery-File-Upload,2
null),2
produce,2
http://www.w3.org/TR/css3-background/#background-position,2
\'php',\,2
meta,2
grid.css,2
$requestInternships,2
Clearfix,2
'st_final_text');,2
.form-element:focus,2
decalred,2
overide,2
suit,2
logout,2
TbGroupGridView,2
'st_text3');,2
%s,2
px,2
creatiing,2
problem,2
M,2
'Swift/Transport/LoadBalancedTransport.php';,2
front,2
'next',2
//echo,2
h,2
Addy,2
http://jqueryui.com/tooltip/,2
inner-layout,2
slice,2
\list,\,2
.border-radius(0);,2
#fff;,2
.border-bottom-right-radius(6px);,2
needed),2
whole,2
3.3.2,2
TbMarkdownEditorJs},2
Yii-Mail,2
Created,2
why,2
closeText,2
=Progress,2
hard-coded,2
valiadtion,2
border-bottom:,2
extensions,2
footer(s),2
CActiveForm::radioButton},2
getNameAddresses(),2
2013-,2
Array,2
widget-level,2
LF,2
Avoid,2
Plain,2
\"\allowClear"\\,2
description,2
inner-layout-panes,2
CActiveForm::labelEx},2
$pickerOptions,2
IE8-9,2
Pop3Exception,2
\password,\,2
white-space,2
Slider,2
12px;,2
autoloaders,2
backend,2
$param,2
CEvent,2
\6+,\,2
little,2
24/09/2012,2
'Theocharis,2
CHtml::encode($data->getAttributeLabel('file_ika'));,2
$cypto,2
combined,2
database.php,2
location,2
TbPanel,2
(http://licence.visualidiot.com/),2
CActiveForm::urlField},2
box-shadow:,2
http://jdewit.github.com/bootstrap-timepicker/,2
bind,2
gets,2
TbMarkdownEditor,2
@internal,2
oxi,2
Free,2
UTILITY,2
TbMarkdownEditorJs,2
iframes,2
loop,2
identify,2
TbSortableAction,2
collected,2
transparent,2
Swift_Events_CommandEvent,2
TCP,2
CONTENT-DIVs,2
\4.2,\,2
direction,2
.border-top-right-radius(6px);,2
parse,2
sequences,2
$msg,2
WSP,2
\'last',\,2
$position,2
$placeKittenSize,2
TbPercentOfTypeGooglePieOperation,2
<http://toopay.github.io/bootstrap-markdown/>,2
CActiveForm::emailField},2
CActiveForm::searchField},2
CMaskedTextField},2
\Swift_Mime_Headers_MailboxHeader('From',\,2
$options);,2
MAIL,2
radius,2
permissible,2
(0.22),2
\content,\,2
\body,\,2
(element,2
<http://www.eyecon.ro/bootstrap-colorpicker/>,2
$paramEncoder,2
7:,2
testing),2
fired,2
netdna.bootstrapcdn.com/bootstrap/3.1.1/',2
print.css,2
min,2
\it,\,2
**Dialog,2
readers,2
right-aligned,2
\"\cke_focus"\\,2
'top',2
toggler-button,2
dependencies,2
'brand');,2
